Original signal,1 mode
3.376,4.889082210643842
2.124,4.855074060573625
2.77,4.82674734278867
2.84,4.80744615763416
3.586,4.769458207211131
2.216,4.721817989876453
3.696,4.68602154917439
2.302,4.648698040896577
3.702,4.621690801128967
2.504,4.603547053843761
4.004,4.600628435719511
3.352,4.6099016436736315
4.832,4.632222690679007
9.5,4.6651063097538445
9.232,4.692066318223085
8.598,4.701145115578166
7.85,4.715313946868974
15.676,4.733723819394655
5.39,4.712917890128401
5.306,4.710283464783621
5.082,4.725361067445079
4.228,4.7403165645685
4.642,4.763986053661254
3.776,4.786037235990153
3.612,4.811231427470715
4.21,4.83048616381359
3.362,4.858636158031602
2.75,4.889931382743315
5.456,4.910327315266054
2.158,4.91503308230174
2.694,4.924324925851712
1.898,4.9339033612084
1.926,4.929665515717259
2.118,4.945624185945207
2.098,4.978550879962284
2.142,5.012391503912796
2.042,5.043221948263996
5.366,5.087176136920443
8.07,5.1304116711312675
3.854,5.148038474773333
10.212,5.163228397625814
5.208,5.162167523567986
5.18,5.15909666462882
5.636,5.157764492366324
6.352,5.164753377755584
13.062,5.174912578445177
6.364,5.160032425081954
6.14,5.15872983269046
6.908,5.171043384260475
7.722,5.172281138289409
6.66,5.162752453473686
7.848,5.158241011749196
14.048,5.136611243248549
6.624,5.077043840290864
2.948,5.021858729744066
2.948,4.974712760347659
1.836,4.923572034618115
2.136,4.8732215519001345
1.842,4.839616182874377
1.994,4.811177087387519
1.832,4.77526859460998
4.664,4.752743054456135
4.038,4.7234977870062504
2.118,4.67559010626933
2.224,4.62905668293558
5.676,4.5956303822308575
5.25,4.551168184432349
3.474,4.496218421476069
2.248,4.449764006996594
3.27,4.412367360304992
2.22,4.3754069957735675
4.706,4.3478839752225085
8.76,4.3343927604597425
12.848,4.318334110911485
6.144,4.276734079643413
6.668,4.239318894004358
5.924,4.192081445455316
4.916,4.141504108378592
7.66,4.102514224475685
3.292,4.0539522728818635
3.038,4.015859105652456
3.602,4.000420861570358
2.314,3.998289324173307
2.682,4.011468314990273
2.576,4.031729863100837
2.612,4.055043328811609
1.04,4.09288587580514
2.96,4.132531866960771
1.626,4.164137463040929
1.994,4.207509405441138
0.9,4.246989603169157
0.906,4.293743069656565
2.478,4.34708811571259
1.704,4.40362777618218
1.548,4.478566359728628
3.588,4.565370066030395
2.736,4.631259163549676
3.018,4.690641690728078
4.574,4.758851918511821
4.236,4.807876234055204
9.28,4.854840395675077
7.24,4.890238402753906
6.196,4.909818740611896
4.804,4.930520946901948
5.676,4.949169307940423
5.128,4.968533121287951
5.732,4.992263022502266
5.928,5.014146357423239
6.432,5.040667400250034
13.092,5.07194424884255
6.788,5.067857144443006
